"term","afraid","amused","angry","annoyed","dont_care","happy","inspired","sad"
"amicably",0,6.3e-05,0,7.4e-05,0,1e-06,0,99.999862
"unselected",0,6.31429,9.464233,0,0,0,84.221477,0
"skimpy",0,0,0,99.999999,0,1e-06,0,0
"cumulatively",0,87.037039,0,0,0,12.962961,0,0
"creep",49.082513,50.318506,0.000115,0,0,0.067643,0.531216,9e-06
"faithfully",0.351908,1e-06,0.04668,0.11762,2e-06,99.450623,0.023908,0.009257
"sophomore",0,0,5.6358,15.441846,28.922355,36.674948,13.325052,0
"cyclonic",0,0,0,0,0,65.471838,0,34.528162
"ireland",3e-06,0.011598,0,0,0,99.985415,0.000177,0.002806
"violent",2.6e-05,1.3e-05,1.2e-05,0.005928,0,1.7e-05,0,99.994005
"urge",40.983738,21.1661,8.914608,0.168307,3e-06,4.078814,24.685459,0.002971
"giza",68.291547,0,0,0,0,0,31.708453,0
"feedback",0,99.92512,0,0.018967,0.042652,0.013254,6e-06,0
"clown",49.520262,7e-06,0,0,0,50.000023,0.479709,0
"explicitly",0,0,0,0,0,6e-06,99.999994,0
"preferential",43.760526,0,0,56.23941,0,6.4e-05,0,0
"face",0.003499,35.648405,0.00411,0.006866,7.9e-05,64.076165,0.249446,0.01143
"critic",0.000382,7e-06,94.430298,5e-06,0,5.567873,0.00123,0.000204
"bust",0,0.004353,0.034652,56.012595,0.000519,43.941369,0.006511,1e-06
"consort",0,82.135415,0,1.2e-05,17.864572,0,0,0
"pan",0,50.823532,3.8e-05,48.441674,0,0.694584,0.017402,0.02277
"sanitise",67.017808,0,0,3.8e-05,0,0,0,32.982155
"cuttlefish",0,0,0,0,0,99.997299,0.0027,0
"collectible",0,25.793085,0,0,0,0.000271,49.99973,24.206914
"springfield",0,0,0,96.704514,0,5e-06,3.295481,0
"juridical",0,0,0.946512,0,0,1e-06,99.053487,0
"weaving",0,0,0,9e-05,0,0,99.99991,0
"emoticon",0,0,0,0,99.831153,0.168847,0,0
"rampage",0.000836,1.5e-05,49.97975,0.007345,0,0.667164,7e-06,49.344883
"unequipped",19.950695,0,0,0,0,0,0,80.049305
"driving",22.794228,0.175867,0,49.824133,0,0.07958,27.126192,0
"disenchanted",0,0,0,0,0,100,0,0
"pious",0,0,0,95.888246,0,4.111754,0,0
"befit",0,0,27.737918,0,0,53.89526,18.366822,0
"alienation",0,0,0.00225,0,0,0,99.99775,0
"immolation",0,0,0,0,0,82.151377,0,17.848623
"animosity",0,0,0,0,0,100,0,0
"stopover",0,0,0,0,0,91.063883,8.936117,0
"scenic",0.021206,15.533075,8.4e-05,0.000271,7e-06,84.445118,1e-06,0.000239
"kib",0,0,18.063166,5.346378,71.587692,0.00107,5.001694,0
"pawnshop",0,0,0,0,0,8e-06,0,99.999991
"aggressively",0,3e-05,99.999364,0,0,0.000607,0,0
"plaintiff",0,0,0,1e-06,0,99.999997,0,1e-06
"dependent",11.656842,9e-06,0.054367,1.3e-05,0,67.328915,20.85889,0.100964
"submersible",27.312645,22.687351,0,0,0,0,0,50.000003
"firecracker",0,99.981373,0,0,0.018157,0.00047,0,0
"grueling",1e-06,0.016196,0.00024,1e-06,1e-06,99.912669,0.070844,5e-05
"termite",0,99.696959,0,0,2e-05,0.303012,8e-06,0
"figment",0,0,0,0,0,3e-06,99.999997,0
"santiago",0.000188,0,1e-06,0.000307,84.8248,5.314174,1e-06,9.860528
"price-fixing",0,0,0,20.007166,74.29671,5.696124,0,0
"asphyxiate",0,0,0,0,0,65.895123,34.104877,0
"forget",0,4.446654,5e-06,1e-06,7e-06,1.175574,94.371765,0.005994
"agonizingly",0,0,0,0,0,100,0,0
"spokesperson",0,0,53.057198,0.007002,45.435562,1.500236,0,2e-06
"sit",0.000449,4.845912,0.00123,1.7e-05,4e-06,94.685749,0.39884,0.0678
"courtyard",0,0,0,0.00069,0,0,1.3e-05,99.999295
"bagpipe",0,0,0,0.000112,0,0,0.160096,99.839792
"informatics",0,13.404026,86.595971,0,0,1e-06,1e-06,0
"cocaine",0,1.8e-05,0,0,0,99.999978,0,4e-06
"fatherless",0,0,0,0,24.923396,0,0,75.076604
"rectangular",0.000152,9e-06,0,1.4e-05,0,99.995011,0.000539,0.004274
"checkmate",37.558563,42.985843,0,0,0,0,19.455593,0
"lasciviousness",0,0,0,71.905134,28.094866,0,0,0
"cheddar",0,0,0,0,0.004173,99.995827,0,0
"revitalized",34.523282,0,0,34.208109,0,0,31.26861,0
"person",0.706312,0.50721,0.001257,0.005243,8.694819,1.030258,88.657482,0.397419
"gab",3.350664,0,0,4.9e-05,77.003018,13.69763,5.948639,0
"dropout",32.873568,30.332991,0,0,0,0,0,36.793441
"indeterminate",0,0,0,0.004684,0,99.995316,0,0
"unafraid",0,9.958516,0,0,0,0,0,90.041484
"rial",0,3.111284,0,0,44.093299,52.795416,0,0
"tanning",0,100,0,0,0,0,0,0
"sympathise",0,0,0,2e-05,0,0,0,99.99998
"scoff",0,56.092041,43.907957,0,0,1e-06,0,0
"squad",0,0,9e-06,0,0,99.999983,8e-06,0
"indifference",0,0,0,4.4e-05,0,0,0,99.999956
"turmoil",71.182631,0,7e-06,0,27.637146,1.180153,1e-05,5.2e-05
"well-mannered",0,91.762736,0,0,0,0,8.237264,0
"grapple",0,0,0.012262,0,0,3.4e-05,99.987703,0
"pollster",13.931642,21.614205,0,0,64.454151,2e-06,0,0
"artful",0,0,0,0,0,100,0,0
"awash",0,0,0,1e-06,0,99.999999,0,0
"self-confessed",0,22.291408,1.2e-05,0.000302,0.020886,77.687364,2.7e-05,0
"hydrochloride",0,0,1.053499,98.946497,0,4e-06,0,0
"cardboard",0,0,0,0,0,2.3e-05,99.999977,0
"funding",0.007626,0.000282,5.610987,0,8e-06,94.329958,0.045726,0.005413
"capriciously",0,0,0,0,0,100,0,0
"avoidance",0,0,5e-06,0,0,93.382554,0,6.617441
"plaster",0.022794,0.020108,1.247099,0.001548,0.001735,78.614601,0.00089,20.091225
"poaching",62.678017,0,0,0,0,37.321983,0,0
"pancreatic",0,0,0,0,0,39.92953,0,60.07047
"marvellous",0,0,0,0,70.603688,0,29.396312,0
"self-styled",0.028274,0,0.001179,0.006759,1.240597,98.680334,0,0.042857
"male",3e-06,57.673206,14.610104,22.60944,1.891117,3.215973,1e-06,0.000156
"academic",0.020273,7.352121,9.447932,0.00951,1e-06,2.725164,80.444764,0.000233
"serial",0,49.994317,1e-06,0.003092,6e-06,50.001954,0.000628,2e-06
"unseaworthy",0,0,10.201421,0,12.731042,77.067537,0,0
"pulverize",2.780818,0,94.450133,0,0,2.768595,0,0.000455
"administrative",0,0,1e-06,99.984697,0,8.1e-05,0,0.015221
"mc",4e-06,0.059982,0.000147,1.235995,2.8e-05,98.452719,0.251113,1.2e-05
"underway",4e-05,4e-06,0,0,0,1e-06,35.534617,64.465337
"directorate",0,0,99.999992,0,0,8e-06,0,0
"backdrop",0.005606,4.2e-05,0.003927,0.000107,3.1e-05,15.175967,84.810057,0.004264
"vibrato",0,1e-06,0,2e-06,0,99.999448,4.5e-05,0.000504
"high-voltage",0,64.146047,0,0,0,1e-06,0,35.853951
"playboy",0,0,99.999802,0.000196,0,2e-06,0,0
"elegant",0,1.448756,0,0.000475,0.00017,36.760097,61.790502,1e-06
"ehrlich",89.438141,5.228149,0,0,5.33371,0,0,0
"recklessness",61.42482,0,38.573143,0.002037,0,0,0,0
"siren",99.999992,0,0,0,0,8e-06,0,0
"won",0,0,0,0,0.000576,1e-06,99.999423,0
"haul",1e-06,0,7.421156,0,0,49.999372,42.579326,0.000144
"cob",46.111452,0,0,0,0,53.888482,6.5e-05,0
"doctoral",5e-06,0.000402,0.001478,3e-06,0,99.997099,0,0.001013
"heated",1e-06,1.959357,79.871177,0.190226,1e-06,17.865888,0.113261,8.9e-05
"spitfire",0,0,0,0,0,0.001204,99.998796,0
"appropriately",0,10.149303,82.869654,0,0,0.000403,6.98064,0
"slender",0,0,41.694047,0,0,3e-06,0,58.30595
"angular",0,0,2e-06,6e-06,2e-06,0.336301,2.6e-05,99.663663
"one-liner",1e-06,1e-06,2.3e-05,5e-06,2.4e-05,99.594017,1e-05,0.405918
"torricelli",0,61.377706,0,0,0,38.622294,0,0
"similarly",0,0,0.010431,0.014985,0,99.974584,0,0
"well-being",2.6e-05,0,1e-06,0.000275,0,0.005739,0.114068,99.879891
"mack",0,9.10579,0.002366,24.100721,0,66.791123,0,0
"readily",0,0,0,0.035207,0,99.964793,0,0
"12th",0,24.795492,1e-06,0.002186,0,0.000474,0,75.201846
"fencer",0,3e-06,0.01722,99.423603,0,0.559173,0,0
"heir",0,0.357601,0.000158,94.745377,2.891134,2.001183,6e-06,0.004539
"sevens",0,0,0,29.919512,0,1e-06,70.080487,0
"nutshell",0,0.000112,0.0046,99.580063,0,0.415202,3e-06,2.1e-05
"solution",25.884089,0.000774,0.527892,0.125945,2.2e-05,72.565389,0.893946,0.001942
"seattle",0,0,0,0,0,0.012933,99.987025,4.2e-05
"hijab",0,0,0.005561,4e-06,99.99437,0,6.5e-05,0
"ajax",0.024417,0,99.901164,0,0,0.074404,5e-06,1e-05
"begin",0.423784,20.890769,0.080075,0.352692,0.009896,64.019866,10.642235,3.580682
"unanimous",0,0,0,0,0,100,0,0
"montenegro",0,0,0,0,3.715918,0.000259,38.98292,57.300902
"insurance",0.000851,97.170612,0.000477,1.8e-05,2.7e-05,1.073037,0.001606,1.753373
"escape",0.000556,0.475848,46.632395,1e-06,0,51.943304,2e-05,0.947876
"assent",0,0,0,0,44.114337,27.237139,28.648524,0
"airdrop",3.351108,0,0,1.5e-05,0,0,0,96.648877
"tenth",0,0.152343,0,0,0,99.847655,0,2e-06
"cooper",0,0.279503,0.00017,0.000356,1.8e-05,99.719882,7.1e-05,0
"blast",0.043755,5e-06,2.547067,46.251431,1e-06,50.654043,4e-06,0.503693
"fragmentation",90.518612,0,0,9.481386,0,0,0,2e-06
"keaton",0,0,0,0,0,100,0,0
"riverside",0,0,1e-05,0,0,0.04153,99.95845,1.1e-05
"toradol",0,0,81.937019,0,0,12.360294,5.702688,0
"nude",0,15.595689,8.4e-05,48.175854,0,26.551978,0,9.676396
"tremor",100,0,0,0,0,0,0,0
"unthinkable",0,0,0,0,0.000233,63.797848,0,36.201919
"fiji",53.2774,19.501753,0,2e-06,0,27.220845,0,0
"porgy",0,0,0,0,0,100,0,0
"bulky",0.00203,1.4e-05,0.000153,1.191579,2e-06,0.26575,98.540461,1.2e-05
"beech",0,0,4.190721,2.1e-05,81.845476,0,0,13.963781
"graduation",0,0,37.393176,0,0,0.000634,62.60619,0
"skew",0,0,0,0,76.807908,0,0,23.192091
"gunnery",0,0,0,0,0,93.521388,6.478612,0
"parchment",0,99.820893,0,0,1e-06,0.179106,0,0
"wood",4e-06,9.5e-05,0,5.7e-05,0.002597,7.28926,91.3571,1.350888
"undisciplined",0,0,36.271524,0,0,59.899108,2.499997,1.329371
"naturalist",99.999977,0,0,0,0,2.3e-05,0,0
"dominic",0.008296,2.3e-05,0,0,99.289913,0.000186,3e-06,0.701579
"incarnation",0,21.583417,0,0,78.416579,4e-06,0,0
"couple",49.999868,1.116381,0.000213,0,1.594985,47.284793,8e-05,0.00368
"bankrupt",0,0,41.503505,9e-06,0.000156,8.496487,49.999841,0
"rule",44.032188,0.012556,0.007969,54.451332,0.140771,1.203846,7.5e-05,0.151263
"exterior",0,12.549429,0.008543,87.438415,0,0.003613,0,0
"futile",83.883423,16.116385,9.8e-05,0,0,0,0,9.4e-05
"continued",0.134142,0.000174,0.095036,0.020285,1e-05,98.969723,0.000169,0.780462
"workstation",5.2e-05,0,0,0,0,4e-06,99.999943,0
"anne",0,0.000493,0.000336,0.595517,95.735292,0.001161,0,3.667201
"ventilation",0,0,0,0,99.998707,9e-06,0,0.001283
"jackboot",0,0,0,0,0,100,0,0
"tin",4.413627,0,0,0,0,3e-06,79.095926,16.490445
"misspend",0,49.126682,0,47.759818,3.113501,0,0,0
"forecastle",0,0,0,0,0,0,51.049166,48.950834
"firmware",0.035368,0,0,0,38.682887,2e-06,0,61.281742
"intertwine",99.999804,0,0,0,0,0.000195,0,0
"percentage",0,0,2e-06,0.004104,0,3.772064,0,96.22383
"rapidly",20.584246,0.001072,1.492721,0.000361,5e-05,52.036045,25.473429,0.412076
"copy",1e-05,61.034544,0.000237,4e-06,5e-06,35.901953,3.063246,0
"unrecognizable",42.056988,0,0,0,0,0,0,57.943012
"kilowatt",0,0,0,69.54698,0,0,30.452968,5.2e-05
"wearily",47.873085,52.126789,0.000127,0,0,0,0,0
"spoof",19.997412,1e-06,49.999987,0,0,30.002599,0,0
"complacency",1e-06,0,99.999905,0,0,1.4e-05,8e-05,0
"profit",3e-06,31.964168,0.000291,0.958016,0.000218,48.840039,18.237254,1e-05
"eritrean",0.005433,2e-06,0.690089,0,0,99.177134,0.034839,0.092502
"pamphlet",0,0,11.052952,87.733852,0,1.213196,0,0
"boise",0,0,0,0,0,100,0,0
"boarder",99.999979,0,0,0,0,0,0,2.1e-05
"scalable",0,0,0,0,0,14.481308,85.518692,0
"mismanage",0,0,36.249039,0,25.096267,38.654694,0,0
"pursuant",0,0,26.561721,0,0,73.438234,0,4.5e-05
"biomedical",0,91.730242,0,0,4.992116,0,0,3.277641
"minimise",0,26.802123,0,0.000204,2.41683,0,0,70.780843
"cloudy",8.3e-05,0,0,0,0,99.41652,1e-06,0.583396
"policy",0.003285,2.8e-05,0.019019,0.000265,0,8.660511,91.314225,0.002666
"shepard",0,0,0,0,0,58.157284,0,41.842716
"drag",0.000833,2e-06,41.362876,0.307716,50.816611,7.474892,0,0.037071
"spelling",0,0,0,0,0,1e-06,0,99.999999
"catheter",0,0.000155,0,0,5e-06,99.999223,0.000581,3.6e-05
"reintegrate",0,0,36.938935,0,0,0,63.061064,0
"cortez",0,0,0,43.235574,0,56.764426,0,0
"stammer",0,0,29.00956,4.163532,16.826909,0,7.52306,42.47694
"primitive",0.014638,44.447639,5.9e-05,0,1.1e-05,0.179048,55.358483,0.000123
"precision",0,0,0,0,0,99.996961,0.003039,0
"guile",0,35.52262,0.000158,64.477219,0,4e-06,0,0
"anyways",0,7.761883,0,0,0,0,0,92.238117
"clueless",0,2.2e-05,0,0,0,0,99.999977,0
"childhood",0,1.5e-05,1.4e-05,0.000289,9.4e-05,16.906156,83.019613,0.073819
"transgress",0,4.904183,0,0,0,0,17.837718,77.258099
"hairline",0,0,0.038698,7.4e-05,2.2e-05,77.213152,12.684247,10.063807
"angara",0,8.880253,0,0,0,57.587258,33.532489,0
"unattached",0,0.184204,99.807351,0,0,0.008445,0,0
"hone",9e-06,0.269242,0.001738,1e-06,0,1.165815,98.562565,0.000629
"inbreeding",0,0,82.034081,0,17.96584,0,7.9e-05,0
"rapper",0,0,0,42.497565,57.502391,4.4e-05,0,0
"angas",0,5.773447,44.622439,38.472993,0,0,11.131121,0
"unattended",0.497169,0,0,60.250693,0,0,0,39.252138
"scour",0.109756,0,0,8.2e-05,0,0,0,99.890162
"jackfruit",0,99.996629,0,0,0,0.003371,0,0
"curly",0.046994,1.3e-05,0.072613,0.001853,0.000604,99.876,0.000362,0.00156
"masked",0,0,43.157117,16.201371,0,19.457675,0,21.183837
"demosthenes",0,0,0,0,0,10.675887,89.324112,1e-06
"mining",2e-06,0.002176,0.000393,5e-06,6.8e-05,99.811062,0.000143,0.18615
"weevil",0,0,0,0,100,0,0,0
"candidacy",0,37.208497,0.002531,0,0,62.788972,0,0
"neurology",100,0,0,0,0,0,0,0
"streak",0,1e-06,0,0,0,100,0,0
"potable",0,2e-06,0,0.000161,5.2e-05,8.435702,91.562857,0.001225
"proxy",99.999904,0,1e-06,0,0,9.6e-05,0,0
"hydraulic",0,34.295277,0,65.704722,0,0,0,0
"princeton",0,0,0,0,0,6e-06,46.183115,53.816878
"suffrage",70.68993,0,9.842808,4.499053,0,0,0,14.968208
"despotism",50.244293,0,0,0,49.755707,0,0,0
"capsaicin",0,90.59481,9.40519,0,0,0,0,0
"ambulant",0,0,0,0,0,0,100,0
"somebody",0,0.000909,0,0.114255,0,0.000425,99.884411,0
"guffaw",0,50,0,0,0,50,0,0
"spectre",0,10.440775,0,0,0,70.823373,0,18.735852
"tea",0,0.861241,1e-06,98.637652,0,0.501026,7.6e-05,4e-06
"inroad",0,55.336036,0,0,0,44.663964,0,0
"gynaecology",0.016093,3.3e-05,9.8e-05,0,0,99.981489,0.000959,0.001328
"gpo",7.2e-05,0,0.001129,0,0,13.913793,0,86.085005
"limbo",0,0,17.471865,0,3.8e-05,81.731926,0.796172,0
"fisc",0,0,0,100,0,0,0,0
"militarized",0,0,100,0,0,0,0,0
"frock",0,15.725975,0,0,4e-06,2.512614,81.724148,0.037259
"labourer",0,0,0,0,48.289457,0.002778,0,51.707765
"retired",0.00764,0.006304,0.000305,0.115436,5.9e-05,99.854769,0.002607,0.01288
"service",19.43218,0.202857,0.001992,30.594522,5e-06,48.099416,0.000666,1.668361
"topmost",0,12.912775,0,87.087225,0,0,0,0
"equivalent",50.017682,10.448479,0.079899,0.496222,6e-06,38.945546,0.00125,0.010915
"frighten",17.453731,38.728422,0,0.025714,0,43.792133,0,0
"eisenstaedt",0,11.229932,0,0,57.054869,31.715199,0,0
"discover",0.036392,31.295882,0.000528,2e-06,8e-06,1.154479,67.511024,0.001686
"collude",0,0,11.893172,0,0,88.08371,0.023119,0
"substantive",0,0,47.084529,52.915469,0,1e-06,0,0
"iris",0,0,0,0,0,100,0,0
"cognition",0,100,0,0,0,0,0,0
"cutlet",0,0,0,0,0,99.999999,1e-06,0
"moonlit",0,3e-06,0,99.767158,0,0.232833,5e-06,0
"itinerant",0,0,86.430852,13.569147,0,0,0,0
"aide",0.000206,0.353452,0.002859,0.006714,9e-06,1.584227,98.052443,9e-05
"deserter",0,0,91.682976,0,0,8.317024,0,0
"laxly",0,22.147478,0,0,41.514653,36.157219,0,0.180651
"stricken",8.4e-05,0,5e-06,0.00033,0,7e-06,0,99.999573
"overwork",17.239648,0.019787,0,2.5e-05,32.742154,18.851704,0,31.146682
"efficiency",0,0,0,0,0,99.999969,3.1e-05,0
"lowest",13.211422,24.096735,0.022123,1e-05,0,62.669045,2e-06,0.000663
"homeland",0.048012,3e-06,3.735282,1.3e-05,1e-06,40.093171,55.720732,0.402785
"peasant",6e-06,4e-06,0.101592,99.677295,0,0.19452,0.026579,3e-06
"cartilage",0,0.29352,0,0.001264,0,96.551249,0,3.153966
"malnourished",0,0,0,1e-06,0,0,0,99.999999
"seafarer",99.999888,0,0,0,0,0.000112,0,0
"snip",0,49.999999,28.43244,0.000249,21.565772,0,0,0.00154
"libelous",0,0,0,0,38.706678,0,0,61.293322
"reporting",2e-06,0,0.000435,0,0,0.001322,99.998241,0
"duo",0,99.912893,0,0.000318,0,0.086723,6.6e-05,0
"prism",0,79.8108,20.182628,0,0,0.006573,0,0
"eavesdrop",14.734951,0,80.096684,5.168364,0,0,0,0
"almost",0.038688,0.030019,10.421406,0.003356,4e-06,4.379,15.594419,69.533107
"endanger",0,0,99.999934,0,0,6.5e-05,0,0
"jeremiah",0,0,0,5.785725,0.000571,86.327171,7.886533,0
"clinical",2.5e-05,0,0,0,0,99.999975,0,0
"dignitary",0.015079,32.932598,0.000756,7e-06,1.4e-05,28.061668,38.9003,0.089579
"blowup",0,1.112274,0,0,0,0,0,98.887726
"unsinkable",0,0,0,0,0,51.996986,48.003012,1e-06
"nut",1e-06,37.747748,0.001853,39.0519,1.5e-05,6.805656,0.070211,16.322616
"abstraction",0,0,0,0,0,0,100,0
"mullah",28.793106,0,0,0,57.85493,13.351964,0,0
"folate",0,0,0,0,0,100,0,0
"summon",0,0,39.022932,60.939506,0.037548,1.4e-05,0,0
"unobstructed",0,4e-06,0,0,0,99.999996,0,0
"expel",0,0,0,5.693336,94.306663,0,0,0
"throughout",0,0,0,0,0,100,0,0
"reservoir",0.00147,99.99853,0,0,0,0,0,0
"legitimise",18.575108,8.237568,0,0,34.930465,0,38.256858,0
"gunboat",91.783016,0,0,0,8.216983,1e-06,0,0
"pipa",0,0,6.027461,0.016469,68.235683,0,25.720386,0
"machete",0,0,99.999997,0,0,3e-06,0,0
"trimester",0,0,0,0,100,0,0,0
"bougainvillea",0,0,0,0,0,0,100,0
"auditory",99.992035,0.000173,0,0.007196,0,0.000593,0,2e-06
"paradox",0.03847,0.347376,55.606417,28.914466,2.9e-05,9.187523,5.874309,0.031409
"heretic",0,18.551442,0,1.4e-05,0,0,0,81.448544
"inure",0,2e-06,0,99.999998,0,0,0,0
"immunosuppressant",0,68.441473,0,0,0,0,31.558527,0
"bodybuilder",0,53.137032,0,6.8e-05,22.61623,24.246665,1e-06,3e-06
"affliction",0,3.703916,0,0.030277,0,1e-06,0,96.265806
"floridian",0,0.165732,0,99.834268,0,0,0,0
"fantasize",0,9.215251,90.784721,0,0,0,2.8e-05,0
"neurosurgery",0,0,0,0,0,100,0,0
"sale",0,99.975472,0,6.8e-05,0,0.024447,1.4e-05,0
"disassociate",0,0,4e-06,99.999991,0,3e-06,0,1e-06
"luck",0,6.1e-05,0,0,0.034896,99.965043,0,0
"impairment",0,0,0,0,0,33.98591,66.01409,0
"sweeper",0,0,0,0.00633,0,99.993657,0,1.3e-05
"afrikaner",0,0,0,3e-06,0,0,0,99.999997
"storied",0,16.546218,0,0,0.498988,67.971943,14.982851,0
"unfailingly",0,0,0,100,0,0,0,0
"halfback",0,0,0,0,0,93.534333,6.465667,0
"exasperation",0,55.776015,0,0,0,0,0,44.223985
"obscene",0,99.986059,3.6e-05,0.00149,0,0.012375,1e-06,3.8e-05
"antofagasta",99.999997,0,0,0,0,1e-06,2e-06,0
"kaiser",0,0,0,2e-06,0,81.764725,18.235273,0
"pct",0,64.623237,0,2e-06,2e-06,35.353525,0.023233,1e-06
"ghost",0,0.00558,0,75.547239,0,0.000768,24.446413,0
"childlike",0,0,0,0,0,2e-06,99.999998,0
"america",8.3e-05,3.2e-05,2.6e-05,0.000128,1.8e-05,99.89664,0.059629,0.043444
"well-meaning",0,0,84.18333,0,0,0,15.81667,0
"filter",0,49.999966,0.199691,49.800308,0,3.4e-05,0,0
"diverticulitis",0,3.997806,0,96.002194,0,0,0,0
"deposition",0,0,99.999644,0.000352,0,4e-06,0,0
"twain",0,0,0,88.882521,0,11.117479,0,0
"yang",7.8e-05,0.077824,20.144065,6.184279,0,0.000196,37.490729,36.102829
"edison",3.4e-05,9e-06,0,63.29207,0,36.707887,0,0
"encompass",0.00033,0.011653,0.089575,0.000439,0.000273,52.725038,0.269295,46.903397
"amnesia",0.00929,77.780358,0.000504,0,1.6e-05,21.968731,1.5e-05,0.241085
"church",0.225591,1.488629,88.126844,5.8e-05,4.6e-05,9.198907,0.284791,0.675134
"runoff",0,0,0,0,99.999984,1.6e-05,0,0
"ascendant",0.100071,2e-06,0.007098,2.3e-05,0,99.52381,7.5e-05,0.36892
"antipasto",0,1e-06,0,0,1.9e-05,99.999967,1.3e-05,0
"influx",6.7e-05,7e-06,1e-06,1e-06,0,8.886696,91.108897,0.004332
"anthrax",0,0,99.998129,0.001871,0,0,0,0
"oddity",20.82898,0,6e-06,0,0,79.171014,0,0
"caloocan",0,0,0,2e-06,0,99.999913,0,8.5e-05
"quip",0,50.660074,0,5.9e-05,0,49.339867,0,0
"brownout",1e-06,0,83.716341,0,0,0,16.283657,0
"frenzied",0.000838,1.11443,0.055391,0.011508,0.000262,98.507956,0.002073,0.307542
"sphinx",0,0,0,0,0,66.131532,33.868468,0
"refilling",0,19.318722,0,0,0,46.110596,34.570682,0
"downshift",30.153506,0,0,0,0,28.322587,41.523908,0
"technologist",0,21.02871,0,0,0,4e-06,78.971285,0
"101st",49.242344,0,0,0,0,0.00021,50.757446,0
"forecaster",100,0,0,0,0,0,0,0
"soccer",0,1e-06,0,6e-05,0,99.999752,0.000156,3.1e-05
"balloon",0,49.999826,0,49.999923,0,0.000235,0,1.6e-05
"pony",0,0,0,0,48.535878,2e-06,51.464121,0
"aging",0,80.663766,1e-06,1e-05,1e-06,0.821843,18.496656,0.017724
"martin",0.000518,4e-06,0.239938,0.890273,0.000305,43.122837,55.745272,0.000853
"baghdad",88.412225,0,11.586942,0.000108,0,2e-06,0,0.000723
"fountain",0,80.010197,5e-06,1.9e-05,7e-06,1.119391,18.869406,0.000976
"ownership",0,99.966939,0,0,0,0.001199,0.031862,0
"rocket",18.921962,31.078065,49.999872,0,0,0.000101,0,1e-06
"reddish",8.9e-05,44.334908,0,0,0,1e-06,55.665003,0
"lounger",0,0,0,0,0,100,0,0
"capable",0.004213,0,1.7e-05,0,0,0.000233,99.995531,6e-06
"surround",0.000544,0.615358,23.364348,47.194508,0.000255,16.856093,9.820695,2.148199
"australasian",0,14.735099,15.799695,35.917512,0,2e-06,14.913986,18.633707
"cosmopolitan",0,50.243574,46.097691,0.118767,0,3.539961,0,7e-06
"wine",33.776804,43.446799,2e-05,0.166452,9e-06,6.352868,16.257046,2e-06
"quell",0.000165,99.999323,0,0,0,0.000511,0,1e-06
"misinterpret",2.1e-05,0,0.319938,0.309431,99.364797,0.005785,0,2.7e-05
"broadcast",0.00333,3.9e-05,97.175073,0.294483,4e-06,2.440938,0.025356,0.060777
"international",0.077022,3e-06,21.365132,0.001712,4.8e-05,62.668811,15.187773,0.699499
"usufructuary",0,0,100,0,0,0,0,0
"asleep",0,49.999871,0,0.009265,0,49.990855,0,9e-06
"tequila",0,85.549194,0,1e-06,1.9e-05,14.45078,7e-06,0
"abuja",0,0,6e-05,0.004156,0,0,0,99.995783
"client",0,1.996282,0.039562,78.632774,0.015454,12.895287,1e-05,6.420631
"enamor",0,27.063439,0,0,0,72.936561,0,0
"caramel",0,0.002998,0,3.4e-05,0,99.996962,7e-06,0
"greenway",0,0,34.782529,0,52.982477,12.234993,0,0
"sustained",0,0,0,0,0,100,0,0
"blastoff",4.6e-05,0,0,0,0,99.999954,0,0
"sweetie",0,12.155983,0,0,2e-06,87.844015,0,0
"delhi",0,99.999988,0,0,0,9e-06,0,2e-06
"appointee",0,0,0,99.999925,0,0,0,7.5e-05
"dj",0,0.000948,99.944353,2.7e-05,0,0.054666,5e-06,0
"dormer",0,12.310375,0,0,45.268688,42.420937,0,0
"expeditious",14.19046,36.191756,49.617781,0,0,3e-06,0,0
"familiarize",0,72.451596,12.645416,3.764443,0,0,8e-06,11.138537
"sectarian",2.482369,2.8e-05,16.106318,0.77991,10.316204,6.531522,23.698028,40.08562
"sack",0.000305,1e-06,83.121438,15.427745,1e-06,1.449772,1e-06,0.000736
"dishonorably",0,2.40698,40.537727,0,57.055293,0,0,0
"burly",99.856203,8.5e-05,2e-06,0,0,0.143709,0,0
"bespectacled",0,100,0,0,0,0,0,0
"investigation",0,0,99.999894,0,0,3e-06,0,0.000103
"hideout",33.717964,0.018175,38.033918,0,0,28.229943,0,0
"scrutineer",0,0,0,0,0,100,0,0
"burroughs",0,0,100,0,0,0,0,0
"coal",0.004118,0,99.877685,0.115479,0,0.00264,0,7.8e-05
"raring",0,3e-06,0,0,62.188763,0.293851,37.517383,0
"avoidable",0,0,0,99.999959,0,4e-06,3.3e-05,4e-06
"squeaker",0,2e-06,1.5e-05,0,0,99.999606,0.000374,2e-06
"repudiate",0,1e-06,0,0.000587,0,99.999412,0,0
"gawker",0,99.133473,0,0,0,0.866527,0,0
"differentiator",0,100,0,0,0,0,0,0
"mettle",0,40.252322,0,0,0,59.747678,0,0
"postscript",0,0,0,0,0,2.9e-05,99.999971,0
"kenyan",3e-06,0,49.998997,0,0,0.000995,0,50.000005
"mellon",0,0,99.999991,0,0,9e-06,0,0
"reserves",0,0,21.036547,0,0,0.000805,78.962648,0
"woodpecker",0,81.956931,4e-06,0,0,18.041225,1e-06,0.001839
